Full Name,Fighter_Id,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Hermes Franca,e0ec3c3b6b611f7e,No Nickname,5.6,155.0,71.0,Orthodox,24,17,0,False
Glaico Franca Moreira,00a3ff40c4b2cf21,Nego,6.0,155.0,77.0,Orthodox,15,5,0,False
Francisco France,ecfdbf38681a59ba,Kiko,6.0,205.0,,Orthodox,13,5,1,False
John Franchi,b9532d815060de7f,No Nickname,5.6,145.0,67.0,Orthodox,6,2,0,False
Felipe Franco,e564146b9cf6dbef,Negao,6.1,205.0,76.0,Orthodox,8,1,0,False
Rich Franklin,d897897060f10a3a,Ace,6.1,185.0,76.0,Southpaw,29,7,0,False
Xavier Franklin,90957a918e26bf9c,Mr. Benjamin,5.6,135.0,66.0,Southpaw,5,1,0,False
Zoila Frausto,040d3b4c735541aa,Warrior Princess,5.4,135.0,,Orthodox,13,5,0,False
Stephanie Frausto,fee02819a271c050,Lil Bovy,5.2,115.0,61.0,Orthodox,8,7,0,False
Zane Frazier,d3711d3784b76255,Nasty,6.5,250.0,,Orthodox,4,11,0,False
Gary Frazier,3beeeafcbc8b4cbc,No Nickname,6.0,245.0,,Orthodox,3,3,0,False
Justin Frazier,78863e4a28204a6b,The Grizzly Bear,6.0,265.0,75.0,Southpaw,10,3,0,False
Ian Freeman,b4bc2e3353a770b5,The Machine,5.11,225.0,,Orthodox,20,7,1,False
Jason Freeman,5870bd1eadf4f322,No Nickname,6.2,225.0,,Orthodox,6,4,0,False
Kennedy Freeman,63d071997c75e3fd,The Machine 2.0,,125.0,,Orthodox,6,0,0,False
Denzel Freeman,b5c19c34f12c917e,Luke Fox,,265.0,,Orthodox,6,1,0,False
Willamy Freire,f1f37d667bcd0d27,Chiquerim,5.8,155.0,,Orthodox,26,6,0,False
Patricio Freire,98a58c26c5b1ed17,Pitbull,5.6,145.0,67.0,Orthodox,37,8,0,False
Patricky Freire,90e6dde9113830bd,Pitbull,5.7,155.0,71.0,Orthodox,17,8,0,False
Jeremy Freitag,a47e9ec288c91067,No Nickname,6.1,205.0,,Orthodox,6,10,0,False
Rafael Freitas,14b9e0f2679a2205,Capoeira,,205.0,,Orthodox,3,6,0,False
Donavon Frelow,9aa56f004b2bca07,No Nickname,5.7,135.0,,Orthodox,6,3,0,False
Josh Fremd,ca43de99b07b6b40,No Nickname,6.4,185.0,76.0,Orthodox,11,6,0,False
Clay French,73321668ff977f1b,No Nickname,5.7,161.0,,Southpaw,19,7,0,False
Mike French,756f45905fb20cb5,No Nickname,5.1,145.0,,Orthodox,9,10,0,False
Matt Frevola,dccb63727f2f5f74,The SteamRolla,5.9,155.0,71.0,Orthodox,11,6,1,False
Jinh Yu Frey,d05cb1e8d1b885d8,No Nickname,5.3,115.0,65.0,Southpaw,11,10,0,False
Artem Frolov,ee704df0afd74558,No Nickname,5.1,185.0,,Orthodox,11,0,0,False
Sarah Frota,1641ef250e9de19b,A Treta,5.6,125.0,69.0,Southpaw,9,2,0,False
Daniel Frunza,7cec3c4a5e7b6d68,No Nickname,6.1,170.0,73.0,Orthodox,9,3,0,False
Don Frye,271fe91f4ba9d2c5,The Predator,6.1,219.0,,Orthodox,20,9,1,False
Allen Frye Jr.,73a78713bd899f4c,No Nickname,,265.0,,Orthodox,6,0,0,False
Tony Fryklund,253de74457bd6374,The Freak,6.0,185.0,,Orthodox,14,9,1,False
Adam Fugitt,a01a62132460a98d,No Nickname,6.1,170.0,77.0,Southpaw,10,5,0,False
Jesse Fujarczyk,c3c38c86f5ab9b5c,The Ronin,6.4,225.0,,Southpaw,2,2,0,False
Katsuhisa Fujii,d71d968dc6ecfdaf,Shamoji,6.0,205.0,,Orthodox,9,18,1,False
Megumi Fujii,fb6c531726447ff3,Mega Megu,5.3,113.0,,Orthodox,26,3,0,False
Kazuyuki Fujita,b1605ea39fba6af6,Ironhead,6.0,235.0,,Orthodox,15,12,0,False
Keisuke Fujiwara,ccd58ff71e260ed5,No Nickname,5.6,139.0,,Switch,17,12,5,False
Riki Fukuda,7c35f869033901ae,No Nickname,6.0,185.0,73.0,Southpaw,24,9,0,False
Masio Fullen,4638cc6479cc0afe,Lobo,5.1,145.0,70.0,Orthodox,11,7,0,False
Travis Fulton,911fb265462f0d94,The Ironman,6.0,240.0,,Orthodox,253,53,10,False
Sam Fulton,1f5f75658551f2d3,No Nickname,,,,Orthodox,0,2,0,False
Masakatsu Funaki,aa3153a9941b4d44,No Nickname,6.0,185.0,,Southpaw,39,13,2,False
Ricardo Funch,e9e1acc96536bb4f,Golden Boy,5.1,170.0,74.0,Southpaw,9,6,0,False
Katsuaki Furuki,c3e2eca94b2320bc,No Nickname,6.0,168.0,,Orthodox,1,1,0,False
James Gabert,fcd8b623892b9a10,No Nickname,,178.0,,Orthodox,6,4,0,False
Gustavo Gabriel,fe98f86284a6eeb3,No Nickname,5.6,125.0,,Orthodox,13,1,0,False
Claudia Gadelha,ec34349e7dffcde7,Claudinha,5.4,115.0,63.0,Orthodox,18,5,0,False
Alavutdin Gadjiev,a7a79b8efbceaaac,No Nickname,6.2,185.0,,Orthodox,18,13,1,False
Magomed Gadzhiyasulov,6e344b71421103da,No Nickname,6.2,205.0,75.0,Orthodox,9,1,0,False
Justin Gaethje,9e8f6c728eb01124,The Highlight,5.11,155.0,70.0,Orthodox,26,5,0,False
Sheila Gaff,837d30395faca41e,The German Tank,5.5,135.0,,Orthodox,9,7,0,False
Muin Gafurov,a54660deb6a8489c,Tajik,5.7,135.0,68.0,Orthodox,20,6,0,False
Mitch Gagnon,b8592b4a383696cd,No Nickname,5.5,135.0,65.0,Southpaw,12,5,0,False
Brandon Gaines,8e6cfbd455f0f9c2,No Nickname,6.3,185.0,,Orthodox,5,21,0,False
Travis Galbraith,06dc1a58663579d2,The Gladiator,6.0,170.0,,Orthodox,18,7,0,False
Dave Galera,0876d21328cf4a45,Scarecrow,5.11,135.0,,Orthodox,5,1,0,False
Zelg Galesic,8a1b4330c7957961,Benkei,6.2,185.0,,Orthodox,11,9,0,False
Mickey Gall,9e50097a89442158,No Nickname,6.2,170.0,74.0,Switch,7,7,0,False
Daniel Gallemore,96706c75a2b14164,Big Kansas,6.5,265.0,,Orthodox,7,3,0,False
Tom Gallicchio,cc81c92fe2254935,Da Tank,5.1,170.0,,Southpaw,19,10,0,False
Turrell Galloway,7e654edcddd71550,No Nickname,5.3,145.0,,Orthodox,8,6,0,False
Eric Galvan,ad3fdba28a7540cf,No Nickname,,155.0,,Orthodox,0,0,0,False
Andre Galvao,45fe6765c56d8018,No Nickname,5.7,168.0,,Orthodox,5,2,0,False
Marcos Galvao,e15d0a2519d6a0b5,Loro,5.7,135.0,,Orthodox,18,8,1,False
Lucas Gamaza,289a3b69b85da7cd,No Nickname,,170.0,,Orthodox,8,4,0,False
Joey Gambino,10559c53de0b950e,The Raging Warrior,5.7,145.0,,Orthodox,9,2,0,False
Manvel Gamburyan,cc6f9d1e89f3449a,The Anvil,5.5,135.0,67.0,Orthodox,15,10,0,False
Mateusz Gamrot,72db2a14ffa73ece,Gamer,5.1,155.0,70.0,Southpaw,25,4,0,False
Shamil Gamzatov,0d980975001ae3d8,No Nickname,6.2,205.0,76.0,Orthodox,14,1,0,False
Ryan Gandra,e463ce0a2ca474f4,Problema,6.1,185.0,74.0,Orthodox,8,1,0,False
Ariel Gandulla,41904fc4d3f5bffc,No Nickname,5.11,205.0,,Orthodox,7,9,0,False
Ciryl Gane,787bb1f087ccff8a,Bon Gamin,6.4,245.0,81.0,Orthodox,13,2,0,False
Sean Gannon,6d7886b094b471ac,The Cannon,6.3,265.0,,Southpaw,2,1,0,False
Tommy Gantt,de83f920fd302871,No Nickname,5.11,155.0,76.0,Orthodox,11,0,0,False
Junye Gao,8b27d25ce0221d60,No Nickname,,125.0,,Orthodox,19,12,0,False
Eduardo Garagorri,7bde387d50829adf,No Nickname,5.9,145.0,70.0,Orthodox,13,2,0,False
Cody Garbrandt,d8c7c61b176e3994,No Love,5.8,135.0,65.0,Orthodox,14,7,0,False
Leonard Garcia,917e53fa0adea0d3,Bad Boy,5.1,145.0,68.0,Orthodox,18,13,1,False
Edgar Garcia,8d49545dadf9b919,No Nickname,5.1,170.0,71.0,Orthodox,14,5,0,False
Alejandro Garcia,e5dc36e0aba7e9da,Alex,5.7,145.0,,Orthodox,14,10,0,False
Alex Garcia,a2b12c3f3d60ff69,The Dominican Nightmare,5.9,170.0,72.0,Orthodox,15,6,0,False
Nick Garcia,8a04d94dfcfab159,Nitro,5.4,125.0,,Orthodox,8,3,0,False
Steve Garcia,97cf1a2c7c5e7889,Mean Machine,6.0,145.0,75.0,Southpaw,18,5,0,False
Elias Garcia,ac5a7400da3a9a41,No Nickname,5.5,125.0,67.0,Southpaw,6,2,0,False
Rafa Garcia,e132d47bd9efbbe0,Gifted,5.7,155.0,70.0,Orthodox,18,4,0,False
Fernie Garcia,9e92e1ca498d7244,No Nickname,5.7,135.0,67.0,Orthodox,10,5,0,False
Rulon Gardner,4f7e290e71d60f87,No Nickname,6.3,265.0,,Orthodox,1,0,0,False
David Gardner,70167689d6a01793,No Nickname,5.11,155.0,,Orthodox,18,21,0,False
Pablo Garza,8e5bfd4e82352340,The Scarecrow,6.1,145.0,73.0,Orthodox,12,4,0,False
Azamat Gashimov,a1b0715c4fd2dbd3,No Nickname,5.6,125.0,,Orthodox,8,3,0,False
Brian Gassaway,e4770d5ed44a3970,No Nickname,6.1,170.0,,Orthodox,29,20,2,False
Kelvin Gastelum,8c0580d4fff106c1,No Nickname,5.9,185.0,71.0,Southpaw,21,10,0,False
Willie Gates,6ded9184b2284645,No Nickname,5.8,125.0,72.0,Orthodox,12,7,0,False
Melissa Gatto,a4a80dd7336ffd59,No Nickname,5.5,135.0,69.0,Orthodox,9,2,2,False
Sean Gauci,d758f272d94f5866,No Nickname,5.5,125.0,64.0,Switch,10,1,0,False
Louis Gaudinot,b72a60a0cadff408,Goodnight,5.3,125.0,63.0,Orthodox,8,4,0,False
Ateba Gautier,2f815ed5f8278ba6,The Silent Assassin,6.4,185.0,81.0,Switch,9,1,0,False
Manuel Gaxhja,618643d0d5c0631d,No Nickname,5.8,155.0,,Switch,7,0,0,False
Shamil Gaziev,6747ccd6d1acd266,No Nickname,6.4,265.0,78.0,Orthodox,14,1,0,False
Charlene Gellner,effd0b70e6749ab2,Princess,5.2,125.0,,Orthodox,0,4,0,False
Chad George,14e797332ea32cdb,Savage,5.6,135.0,68.0,Southpaw,16,8,0,False
Paul Georgieff,2f1700b3a4a09bc7,No Nickname,6.2,170.0,,Orthodox,6,2,0,False
Brian Geraghty,15edcf67ccf5be84,Duke,5.7,155.0,,Orthodox,26,18,1,False
Derek Getzel,42883268854b78be,The Pretzel,6.0,155.0,,Orthodox,8,5,0,False
Karine Gevorgyan,2db0c114414d4f06,The Princess,5.4,125.0,63.0,Orthodox,3,3,0,False
Yanis Ghemmouri,eb70e786bbdf1d16,The Desert Warrior,5.9,135.0,69.0,Orthodox,12,3,0,False
Darrel Gholar,a24e080000fa7a35,No Nickname,5.8,194.0,,Orthodox,5,6,0,False
Tiki Ghosn,cb6783c39c01d896,No Nickname,5.1,170.0,,Orthodox,10,7,1,False
Christos Giagos,de45aaae23dfa392,The Spartan,5.1,155.0,71.0,Orthodox,20,12,0,False
Joe Giannetti,946db8a378903cc3,No Nickname,6.0,155.0,74.0,Southpaw,6,1,0,False
Nick Gibbons,96a221341035b701,No Nickname,5.1,155.0,,Orthodox,2,1,0,False
James Giboo,f74e037b97917027,No Nickname,5.11,170.0,,Orthodox,13,5,0,False
Lance Gibson,63eedfcc73071d41,Fearless,5.9,185.0,,Orthodox,4,5,0,False
Lee Gibson,69db199087a1a792,Lethal,5.7,155.0,,Orthodox,12,4,0,False
Cody Gibson,700a674c042b7a96,The Renegade,5.1,135.0,71.0,Orthodox,22,12,0,False
Chase Gibson,09439946214993bc,El Guero,5.1,155.0,72.0,Orthodox,9,5,0,False
Kenny Giddens,db8b800176d26f6e,No Nickname,5.11,155.0,,Orthodox,12,7,0,False
Thomas Gifford,e7f51d9f9e9259e7,The Young Lion,6.1,155.0,75.0,Orthodox,14,9,0,False
Joseph Gigliotti,83825fad27ab3581,Capo,5.11,185.0,,Orthodox,7,2,0,False
Joey Gilbert,6bb1d2b714d4b3bc,No Nickname,5.11,155.0,,Orthodox,2,3,0,False
Trevin Giles,b27a1fcb56a3035a,No Nickname,6.0,170.0,74.0,Orthodox,16,7,0,False
Kultar Gill,42c96a9c4802e2e1,Black Mamba,6.0,154.0,,Orthodox,12,8,0,False
Jesse Gillespie,160b931119c1bf91,No Nickname,,185.0,,Orthodox,3,2,0,False
Gregor Gillespie,84ff027394f7e470,The Gift,5.7,155.0,71.0,Orthodox,14,1,0,False
Jason Gilliam,91720876db0ee468,No Nickname,6.0,170.0,,Orthodox,14,9,0,False
Micheal Gillmore,ce175eaafe867d1f,The Gentleman,5.11,170.0,72.0,Orthodox,6,5,0,False
Krishaun Gilmore,10ccdcd14c3dfcf1,No Nickname,,,,Orthodox,0,1,0,False
Alex Gilpin,762c69860eef65d8,No Nickname,5.7,145.0,,Orthodox,11,1,0,False
Bob Gilstrap,c96518b7f6881004,No Nickname,6.3,200.0,,Orthodox,5,7,0,False
Max Gimenis,6a311920edd73c85,No Nickname,,265.0,,Orthodox,6,1,0,False
Eperaim Ginting,bad8ed7d714f1493,The Wolfman,5.4,135.0,64.0,Orthodox,6,1,0,False
Demetrius Gioulacos,a58114c6dd0add64,No Nickname,5.11,185.0,,Orthodox,0,1,0,False
Billy Giovanella,c1ea31a904fe08a9,Wolverine,5.8,125.0,,Orthodox,9,5,0,False
He-Man Gipson,3e03cec9767d37e6,No Nickname,,,,Orthodox,1,2,0,False
Israel Giron,4b4f6abdce986be6,El Rojo,5.8,155.0,,Orthodox,19,5,0,False
Brandon Girtz,81f1810f72df8f25,Cold Roll,5.7,155.0,,Orthodox,14,7,0,False
Jason Glaza,fda067e842b07466,No Nickname,6.0,230.0,,Orthodox,3,2,0,False
Mike Glenn,ed133185689088b3,No Nickname,,205.0,,Orthodox,5,6,0,False
Ricky Glenn,814ff3018127e8fc,The Gladiator,6.0,170.0,70.0,Southpaw,22,9,2,False
Ivan Gnizditskiy,057a241e4ba90c4d,No Nickname,,205.0,,Orthodox,5,0,0,False
Mark Godbeer,ad56b3f00ca38dfd,The Hand Of,6.4,240.0,77.0,Orthodox,13,4,0,False
Clint Godfrey,bd85ca0bb4f26cfc,No Nickname,5.6,135.0,,Southpaw,13,3,0,False
Loopy Godinez,8e5d953bdb9ae5e7,No Nickname,5.2,115.0,61.0,Orthodox,14,5,0,False
Jason Godsey,5ca158b1cc9cb242,No Nickname,6.2,230.0,,Orthodox,16,16,0,False
Allan Goes,e62b36885ecdac27,No Nickname,6.0,205.0,,Orthodox,10,5,2,False
Billy Ray Goff,fa07345cc9db5cc9,No Nickname,5.1,170.0,72.0,Switch,9,4,0,False
Amiran Gogoladze,5d1636b6c1688502,No Nickname,6.1,170.0,74.0,Switch,14,3,0,False
Jonny Goh,e86af30738a5452a,No Nickname,5.11,155.0,,Orthodox,3,4,0,False
Hannah Goldy,26e3f3928b1891d9,24K,5.4,115.0,61.0,Orthodox,6,4,0,False
Marcelo Golm,ac29d508d78384c9,No Nickname,6.3,249.0,75.0,Orthodox,6,3,0,False
Denise Gomes,cffb87059e645bd1,Dee,5.2,115.0,63.0,Orthodox,11,3,0,False
Sergio Gomez,af1e5c64b8663aa0,No Nickname,5.6,155.0,,Orthodox,10,3,0,False
Frank Gomez,a0a680fe2f6cc8e6,No Nickname,5.1,135.0,67.0,Orthodox,10,6,0,False
Alan Gomez,0a66de3a797cf73a,No Nickname,,155.0,,Orthodox,2,0,0,False
David Gomez,489413d3be819647,No Nickname,,155.0,,Orthodox,1,2,0,False
Ulysses Gomez,1e35aa8955794580,Useless,5.6,125.0,,Orthodox,9,5,0,False
Joey Gomez,0778f94eb5d588a5,KO King,5.1,135.0,73.0,Orthodox,6,2,0,False
Luis Gomez,513e84bfe65ff509,Tiger Junior,5.7,145.0,68.0,Orthodox,4,1,0,False
Joey Gomez,3a28e1e641366308,No Nickname,5.1,155.0,71.0,Orthodox,7,1,0,False
Edson Gomez,e90f4291f93708e6,No Nickname,5.8,170.0,69.0,Switch,6,2,0,False
Silvana Gomez Juarez,b4880ef2f838d4e1,La Malvada,5.3,115.0,65.0,Orthodox,11,5,0,False
Takanori Gomi,3be081c29bf734d9,The Fireball Kid,5.7,155.0,70.0,Southpaw,35,14,0,False
William Gomis,e1d40e8782d80bc2,Jaguar,6.0,145.0,73.0,Southpaw,15,3,0,False
Akihiro Gono,b2acebbef8da14ea,No Nickname,5.7,170.0,68.0,Switch,35,21,8,False
Gabriel Gonzaga,270b89c00ef0c55c,Napao,6.2,242.0,76.0,Orthodox,17,11,0,False
Justin Gonzales,94535f76f43b466a,J-Train,5.9,145.0,72.0,Orthodox,6,0,0,False
Fernando Gonzalez,be5aab761c40ef35,The Menifee Maniac,5.9,170.0,68.0,Southpaw,26,14,0,False
Nick Gonzalez,28d8638ea0a71908,The Ghost,5.6,155.0,,Orthodox,17,12,0,False
Fabian Gonzalez,69c071bc2621e8b0,No Nickname,5.1,135.0,,Orthodox,2,1,0,False
Lewis Gonzalez,2ff2e6e5abea3e53,Lethal,5.1,170.0,,Orthodox,11,3,0,False
Jason Gonzalez,e45cfa47f504033a,Nicoya,6.2,155.0,74.0,Southpaw,11,5,0,False
Pearl Gonzalez,1ebdcb7488d0ebee,No Nickname,5.4,115.0,,Orthodox,6,3,0,False
Jorge Gonzalez,ff175a137b395e2b,Street,6.2,205.0,76.0,Orthodox,16,4,0,False
Mikey Gonzalez,de47c33e48b0ce38,Rolls,5.11,155.0,74.0,Orthodox,7,2,0,False
Erick Gonzalez,a2ccf35a88346a91,The Ghost Pepper,5.11,155.0,75.0,Orthodox,14,8,0,False
Jennifer Gonzalez,4f1a48f4e6ffb007,Jefa,5.2,125.0,,Orthodox,13,5,0,False
Kier Gooch,1bda4867f1baceac,No Nickname,,155.0,,Orthodox,2,7,0,False
Lyman Good,4e0692ad070976e4,Cyborg,6.0,170.0,74.0,Orthodox,21,6,0,False
Jared Gooden,c730a0be691dc081,NiteTrain,6.0,170.0,77.0,Orthodox,23,10,0,False
Gary Goodridge,fbbde91f7bc2d3c5,Big Daddy,6.3,249.0,,Orthodox,23,22,1,False
Jordan Goodwin,7f98d9d5a10fa25c,No Nickname,,155.0,,Orthodox,0,0,0,False
Gerard Gordeau,279093302a6f44b3,No Nickname,6.5,216.0,,Orthodox,2,2,0,False
Eddie Gordon,8cad40a75e5c97f5,Truck,6.0,185.0,76.0,Orthodox,8,4,0,False
Jared Gordon,7026eca45f65377b,Flash,5.9,155.0,68.0,Orthodox,21,8,0,False
Tebaris Gordon,68c4ca70067bf282,Boom,6.1,265.0,,Orthodox,3,1,0,False
Malcolm Gordon,dee294e9717012c2,X,5.7,125.0,71.0,Switch,14,8,0,False
Tresean Gore,147e70aa6cc48cfc,Mr. Vicious,6.0,185.0,75.0,Switch,6,4,0,False
Alex Gorgees,803bebcfb6d6f506,Hitman,6.2,155.0,74.0,Switch,6,1,0,False
Themba Gorimbo,40f3cb27fc7305a1,The Answer,6.1,170.0,77.0,Orthodox,14,5,0,False
Tim Gorman,c10eb2f12c489f6d,The Psycho,5.5,135.0,,Southpaw,9,4,0,False
Chase Gormley,052ceb8976695342,No Nickname,6.3,265.0,,Orthodox,14,6,0,False
Jonathan Goulet,fb1538b46877a695,The Road Warrior,6.0,170.0,73.0,Orthodox,23,12,0,False
Thibault Gouti,51e86de150ee8be6,GT,5.1,155.0,72.0,Orthodox,12,5,0,False
Wilson Gouveia,af5b208e97f5d382,No Nickname,6.1,185.0,76.0,Orthodox,14,8,0,False
Todd Gouwenberg,c44acf87e376c62b,No Nickname,6.1,205.0,,Orthodox,9,5,0,False
Hugo Govea,2391a73686200c5d,No Nickname,,,,Orthodox,0,1,0,False
Justin Governale,ae954fd497025462,The Therapist,,145.0,,Orthodox,5,5,0,False
Damian Grabowski,3f11b5d4bd76a6d9,The Polish Pitbull,6.1,241.0,75.0,Orthodox,20,5,0,False
Patryk Grabowski,4e163b53d1de1fbc,Czapla,,205.0,,Orthodox,5,1,0,False
Royce Gracie,429e7d3725852ce9,No Nickname,6.1,175.0,,Southpaw,15,2,3,False
Crosley Gracie,52d92050a046bc17,No Nickname,5.9,190.0,,Orthodox,2,2,0,False
Daniel Gracie,82d6a9ae41aac3f7,No Nickname,6.2,225.0,,Orthodox,5,4,1,False
Ralph Gracie,a9c45a8b21eabadc,No Nickname,5.9,183.0,,Orthodox,6,1,0,False
Renzo Gracie,aae0897825336b1a,No Nickname,5.1,185.0,,Orthodox,13,7,1,False
Rickson Gracie,194fc025f9355db6,No Nickname,5.1,185.0,,Switch,11,0,0,False
Rodrigo Gracie,36877f0e62b25b96,No Nickname,6.0,183.0,,Orthodox,6,2,1,False
Royler Gracie,b807814d977682eb,No Nickname,5.8,150.0,,Southpaw,5,5,1,False
Ryan Gracie,0c3838c8f7c620c2,No Nickname,5.9,200.0,,Orthodox,5,2,0,False
Ralek Gracie,84283233ec42be5f,No Nickname,6.2,210.0,,Orthodox,3,1,0,False
Rolles Gracie,e4a9dbade7c7e1a7,No Nickname,6.4,242.0,,Orthodox,8,4,0,False
Cesar Gracie,079488710f012779,No Nickname,5.1,181.0,,Orthodox,0,1,0,False
Roger Gracie,a6bbd3df469c6bea,No Nickname,6.4,185.0,79.0,Orthodox,8,2,0,False
Igor Gracie,722b870449243083,No Nickname,5.11,170.0,,Orthodox,5,4,0,False
Neiman Gracie,12d855d12a624da2,No Nickname,6.0,170.0,,Orthodox,6,0,0,False
Kron Gracie,242d36d241b43c12,No Nickname,5.9,145.0,70.0,Southpaw,5,3,0,False
Bogdan Grad,fb37795db81f93f3,The Unleashed,5.8,145.0,70.0,Orthodox,15,3,0,False
Steven Graham,3e514f437c51ce0a,No Nickname,6.1,290.0,,Orthodox,2,1,0,False
Scott Graham,6e4acc2c115215b5,No Nickname,6.4,185.0,,Orthodox,3,1,0,False
Miranda Granger,7559395ad833c074,Danger,5.7,115.0,68.0,Orthodox,7,3,0,False
TJ Grant,a26198ba5093147e,No Nickname,5.1,155.0,72.0,Orthodox,21,5,0,False
Davey Grant,113df4fde64735c6,Dangerous,5.8,135.0,69.0,Orthodox,17,8,0,False
Dwight Grant,8be158ca1e5ea6a0,The Body Snatcher,6.1,185.0,76.0,Switch,11,6,0,False
Alexa Grasso,e8b731feff72294b,No Nickname,5.5,125.0,66.0,Orthodox,16,5,1,False
Tony Gravely,601964f9654f911a,No Nickname,5.5,135.0,69.0,Orthodox,23,9,0,False
Michael Graves,3f1d23b01c552a13,No Nickname,5.1,170.0,71.0,Orthodox,6,0,1,False
Shelton Graves,642862d6d63605cd,The Gravedigger,6.2,255.0,76.0,Southpaw,7,3,0,False
James Gray,2db65fc038c0018e,The Phenom,5.9,135.0,,Orthodox,4,1,0,False
Kevin Gray,bb0d290026d7681d,Pocket Herc,5.4,125.0,67.0,Orthodox,9,4,0,False
Sam Greco,6d12031661db8ac8,No Nickname,6.2,205.0,,Orthodox,3,1,1,False
King Green,887961364be5ceb3,No Nickname,5.1,155.0,71.0,Orthodox,32,17,1,False
Desmond Green,f046d724d2a84ac5,The Predator,5.1,155.0,73.0,Southpaw,23,8,0,False
Gabe Green,5eb50529a8418b77,Gifted,5.1,155.0,73.0,Switch,12,5,0,False
Maurice Greene,068f8a189a47fea6,The Crochet Boss,6.7,258.0,80.0,Orthodox,9,7,0,False
Matt Grice,bfc2fc38a0e20211,The Real One,5.8,145.0,70.0,Orthodox,15,5,0,False
Forrest Griffin,fcffee71cff5530e,No Nickname,6.3,205.0,77.0,Orthodox,19,7,0,False
Tyson Griffin,20205040232ed0f3,No Nickname,5.6,145.0,68.0,Orthodox,16,8,0,False
Max Griffin,b0d6a1d8ac3d563d,Pain,5.11,170.0,76.0,Orthodox,20,12,0,False
Jordan Griffin,ebef46976554f975,Native Psycho,5.1,145.0,73.0,Southpaw,18,9,0,False
Chad Griggs,fdf18227faa596dd,The Grave Digger,6.1,205.0,73.0,Orthodox,11,3,0,False
Charalampos Grigoriou,68b8ebdfce9dbb61,Ferocious,5.7,135.0,67.0,Orthodox,8,5,0,False
Chuck Grigsby,7fb4234670271505,The Reverend,6.6,205.0,,Orthodox,23,10,0,False
Rodrigo Gripp de Sousa,dde70a112e053a6c,Riscado,5.11,205.0,,Orthodox,7,9,0,False
Maxim Grishin,950d0ef5c17157c5,Maximus,6.3,205.0,78.0,Orthodox,32,10,2,False
Josh Grispi,60ba33c3f555a7a3,The Fluke,5.11,145.0,74.0,Orthodox,14,5,0,False
Garrett Gross,6741218640534d8b,No Nickname,5.9,155.0,,Orthodox,11,7,0,False
Kendall Grove,234f3767ff0e5701,Da Spyder,6.6,185.0,79.0,Orthodox,23,17,0,False
Neil Grove,36a432f22144843e,Goliath,6.6,265.0,,Orthodox,12,8,1,False
Chris Gruetzemacher,feaf00f3373435d6,Gritz,5.8,155.0,68.0,Orthodox,15,5,0,False
Vik Grujic,1e7483dbff40b84b,The Spartan,5.11,170.0,73.0,Orthodox,6,6,0,False
Mike Grundy,56fcb2c4d99f9d1b,No Nickname,5.7,145.0,72.0,Orthodox,12,4,0,False
Wang Guan,dd12382f28296f7b,The Dongbei Tiger,5.9,145.0,71.0,Orthodox,20,1,1,False
Anthony Guarascio,dc052ab64be66e1d,The Daywalker,6.2,233.0,72.0,Orthodox,3,1,0,False
Nandor Guelmino,1abfb658cd4f8533,The Hun,6.3,230.0,,Orthodox,11,5,1,False
Fabricio Guerreiro,2963369e327e1979,No Nickname,5.1,145.0,,Orthodox,21,5,0,False
Rainn Guerrero,8300a47f6fd6fe4f,Purple Rainn,5.6,125.0,65.0,Orthodox,5,2,0,False
Shannon Gugerty,9f1641c08cf8fbe2,No Nickname,5.1,155.0,71.0,Orthodox,15,7,0,False
Clay Guida,c47df9303d318c67,The Carpenter,5.7,155.0,70.0,Orthodox,38,22,0,False
Jason Guida,ce25b4ed82b1811b,No Nickname,5.1,214.0,,Orthodox,19,28,0,False
Melvin Guillard,ccd1299e0345e0ce,The Young Assassin,5.9,155.0,71.0,Orthodox,32,18,2,False
Chris Guillen,da0f33e4255f99eb,No Nickname,6.0,240.0,,Orthodox,13,16,0,False
Marcelo Guimaraes,0c9c0a43d3f3f49d,Magrao,6.0,185.0,73.0,Orthodox,9,2,1,False
Leonardo Guimaraes,cc98d857b148e33a,Leleco,6.0,185.0,,Orthodox,11,5,0,False
Brad Gumm,4d74641fac830182,No Nickname,5.11,170.0,,Orthodox,10,6,1,False
John Gunderson,a0c139b34f11421a,Quick Guns,5.9,155.0,69.0,Orthodox,35,16,2,False
John Gunther,3956bdc8ab2e54b3,The Machine,5.9,155.0,72.0,Orthodox,5,1,0,False
Jorge Gurgel,04d5718ed2661e8c,No Nickname,5.7,155.0,69.0,Orthodox,14,10,0,False
Fabio Gurgel,8377c5572cb356f3,No Nickname,6.0,205.0,,Orthodox,3,2,0,False
Luis Gurule,29162be25ebef5f0,Grim,5.5,125.0,64.0,Orthodox,10,2,0,False
Bogdan Guskov,ef5dcb10d2bd4b0f,Czarevitch,6.3,205.0,76.0,Orthodox,18,3,0,False
Gugun Gusman,e34e3b1fffa13a6a,The Tiger,5.7,135.0,68.0,Orthodox,8,4,0,False
Andre Gusmao,cc300e9aa3063431,No Nickname,6.0,205.0,,Orthodox,6,3,0,False
Alexander Gustafsson,3c6976f8182d9527,The Mauler,6.5,205.0,79.0,Orthodox,18,8,0,False
Andreas Gustafsson,2caf993f53541fa1,Bane,6.1,170.0,73.0,Orthodox,12,3,0,False
